Journal title,Year,Source ID,Publications
acta neuropsychologica,1954,,0
acta neuropsychologica,1955,,0
acta neuropsychologica,1956,,0
acta neuropsychologica,1957,,0
acta neuropsychologica,1958,,0
acta neuropsychologica,1959,,0
acta neuropsychologica,1960,,0
acta neuropsychologica,1961,,0
acta neuropsychologica,1962,,0
acta neuropsychologica,1963,,0
acta neuropsychologica,1964,,0
acta neuropsychologica,1965,,0
acta neuropsychologica,1966,,0
acta neuropsychologica,1967,,0
acta neuropsychologica,1968,,0
acta neuropsychologica,1969,,0
acta neuropsychologica,1970,,0
acta neuropsychologica,1971,,0
acta neuropsychologica,1972,,0
acta neuropsychologica,1973,,0
acta neuropsychologica,1974,,0
acta neuropsychologica,1975,,0
acta neuropsychologica,1976,,0
acta neuropsychologica,1977,,0
acta neuropsychologica,1978,,0
acta neuropsychologica,1979,,0
acta neuropsychologica,1980,,0
acta neuropsychologica,1981,,0
acta neuropsychologica,1982,,0
acta neuropsychologica,1983,,0
acta neuropsychologica,1984,,0
acta neuropsychologica,1985,,0
acta neuropsychologica,1986,,0
acta neuropsychologica,1987,,0
acta neuropsychologica,1988,,0
acta neuropsychologica,1989,,0
acta neuropsychologica,1990,,0
acta neuropsychologica,1991,,0
acta neuropsychologica,1992,,0
acta neuropsychologica,1993,,0
acta neuropsychologica,1994,,0
acta neuropsychologica,1995,,0
acta neuropsychologica,1996,,0
acta neuropsychologica,1997,,0
acta neuropsychologica,1998,,0
acta neuropsychologica,1999,,0
acta neuropsychologica,2000,,0
acta neuropsychologica,2001,,0
acta neuropsychologica,2002,,0
acta neuropsychologica,2003,,0
acta neuropsychologica,2004,,0
acta neuropsychologica,2005,300147009,23
acta neuropsychologica,2006,300147009,21
acta neuropsychologica,2007,300147009,21
acta neuropsychologica,2008,300147009,27
acta neuropsychologica,2009,300147009,23
acta neuropsychologica,2010,300147009,25
acta neuropsychologica,2011,300147009,27
acta neuropsychologica,2012,300147009,29
acta neuropsychologica,2013,300147009,31
acta neuropsychologica,2014,300147009,26
acta neuropsychologica,2015,300147009,22
acta neuropsychologica,2016,300147009,28
acta neuropsychologica,2017,300147009,33
acta neuropsychologica,2018,300147009,32
acta neuropsychologica,2019,300147009,24
acta neuropsychologica,2020,300147009,32
acta neuropsychologica,2021,300147009,32
acta psychologica,1942,,0
acta psychologica,1943,,0
acta psychologica,1944,,0
acta psychologica,1945,,0
acta psychologica,1946,,0
acta psychologica,1947,,0
acta psychologica,1948,,0
acta psychologica,1949,29424,10
acta psychologica,1950,29424,25
acta psychologica,1951,29424,6
acta psychologica,1952,,0
acta psychologica,1953,29424,15
acta psychologica,1954,29424,19
acta psychologica,1955,29424,50
acta psychologica,1956,29424,32
acta psychologica,1957,29424,32
acta psychologica,1958,29424,29
acta psychologica,1959,29424,354
acta psychologica,1960,29424,29
acta psychologica,1961,29424,467
acta psychologica,1962,29424,27
acta psychologica,1963,29424,27
acta psychologica,1964,29424,116
acta psychologica,1965,29424,24
acta psychologica,1966,29424,20
acta psychologica,1967,29424,80
acta psychologica,1968,29424,26
acta psychologica,1969,29424,91
acta psychologica,1970,29424,112
acta psychologica,1971,29424,39
acta psychologica,1972,29424,45
acta psychologica,1973,29424,34
acta psychologica,1974,29424,43
acta psychologica,1975,29424,46
acta psychologica,1976,29424,43
acta psychologica,1977,29424,36
acta psychologica,1978,29424,42
acta psychologica,1979,29424,36
acta psychologica,1980,29424,63
acta psychologica,1981,29424,63
acta psychologica,1982,29424,53
acta psychologica,1983,29424,46
acta psychologica,1984,29424,54
acta psychologica,1985,29424,55
acta psychologica,1986,29424,58
acta psychologica,1987,29424,56
acta psychologica,1988,29424,59
acta psychologica,1989,29424,52
acta psychologica,1990,29424,49
acta psychologica,1991,29424,45
acta psychologica,1992,29424,48
acta psychologica,1993,29424,51
acta psychologica,1994,29424,41
acta psychologica,1995,29424,47
acta psychologica,1996,29424,64
acta psychologica,1997,29424,47
acta psychologica,1998,29424,49
acta psychologica,1999,29424,54
acta psychologica,2000,29424,36
acta psychologica,2001,29424,40
acta psychologica,2002,29424,57
acta psychologica,2003,29424,53
acta psychologica,2004,29424,49
acta psychologica,2005,29424,50
acta psychologica,2006,29424,59
acta psychologica,2007,29424,61
acta psychologica,2008,29424,160
acta psychologica,2009,29424,87
acta psychologica,2010,29424,122
acta psychologica,2011,29424,147
acta psychologica,2012,29424,147
acta psychologica,2013,29424,162
acta psychologica,2014,29424,184
acta psychologica,2015,29424,144
acta psychologica,2016,29424,126
acta psychologica,2017,29424,121
acta psychologica,2018,29424,186
acta psychologica,2019,29424,168
acta psychologica,2020,29424,157
acta psychologica,2021,29424,175
acta psychologica sinica,1942,,0
acta psychologica sinica,1943,,0
acta psychologica sinica,1944,,0
acta psychologica sinica,1945,,0
acta psychologica sinica,1946,,0
acta psychologica sinica,1947,,0
acta psychologica sinica,1948,,0
acta psychologica sinica,1949,,0
acta psychologica sinica,1950,,0
acta psychologica sinica,1951,,0
acta psychologica sinica,1952,,0
acta psychologica sinica,1953,,0
acta psychologica sinica,1954,,0
acta psychologica sinica,1955,,0
acta psychologica sinica,1956,,0
